215,Rhubarb Sour Cream Crunch Pie,Irmgard,1H,20M,1H20M,2006-05-15,"This is one of my special occasion recipes and since there is a demand for rhubarb recipes, I thought I would share this one.  Originally published in Canadian Living.",{NA},"{""1"", ""1"", ""1"", ""1"", ""3"", ""1/2"", ""1/2"", ""3"", ""1/2"", ""1/3"", ""1/3"", ""1/3"", ""1""}","{""egg"", ""sour cream"", ""granulated sugar"", ""cornstarch"", ""cinnamon"", ""nutmeg"", ""rhubarb"", ""rolled oats"", ""brown sugar"", ""all-purpose flour"", ""butter""}",0,0,0,"{""In a bowl, whisk the egg with the sour cream."", ""Combine the sugar, cornstarch, cinnamon and nutmeg; stir into the egg mixture."", ""Stir in the rhubarb; spoon into the pie crust."", ""Topping:  In a bowl, combine the rolled oats, sugar and flour; cut in the butter until crumbly."", ""Stir in the orange rind."", ""Sprinkle over the rhubarb filling."", ""Bake in a 400 degree F oven for 15 minutes."", ""Reduce the heat to 375 degrees F and bake 40 to 50 minutes longer or until the topping is golden brown and the filling is puffed and set."", 
""Serve warm.""}"
216,Hogg Heavenly Ribs,daggle,1H30M,5M,1H35M,2006-05-15,Make and share this Hogg Heavenly Ribs recipe from Food.com.,{NA},"{""1"", ""1/4"", ""1 1/2"", ""1 1/2"", ""1"", ""1 1/2"", ""1 1/2"", ""1 1/2"", ""1 1/2"", ""1/2"", ""2"", ""1"", ""1""}","{""paprika"", ""black pepper"", ""brown sugar"", ""salt"", ""dry mustard"", ""garlic powder"", ""ground cumin"", ""yellow mustard"", ""cider vinegar"", ""lemon juice"", ""brown sugar""}",0,0,6,"{""Sprinkle rib rub evenly over meat; rub in with fingers.  Store in tightly covered container {or foil} 24 hours. Refrigerate."", ""Next day, remove ribs and scrap off rub with spoon."", ""Cover ribs with mustard sauce 2 or 3 hours before grilling."", ""Cook bone side down, over indirect medium to high heat {maintain 350�F heat} for 1 hour.  Turn ribs; cook additional 20-30 minutes."", ""HINTS:"", ""Charcoal not gas for best results."", ""1 cup soaked apple chips."", ""1 cup soaked cherry chips."", ""Under ribs large bowl of water during smoking.""
}"
217,Oven-Baked Spinach Risotto,Kittencalrecipezazz,35M,20M,55M,2006-05-15,Make and share this Oven-Baked Spinach Risotto recipe from Food.com.,{NA},"{""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""3"", ""1"", ""1/2"", ""1"", NA}","{""olive oil"", ""butter"", ""green bell pepper"", ""onion"", ""garlic"", ""arborio rice"", ""fresh spinach leaves"", ""chicken broth"", ""parmesan cheese"", ""cayenne pepper""}",5,10,4,"{""Set oven to 375 degrees F."", ""Butter a 1-1/2-quart casserole dish."", ""Heat oil and butter in a skillet over medium heat."", ""Add in green pepper, onion and garlic; saute for about 5 minutes."", ""Add in the rice; stir to coat well."", ""Stir in fresh spinach leaves, chicken broth and about 1/4 cup Parmesan cheese, black pepper and salt and cayenne pepper; bring to a boil; simmer for about 3 minutes stirring constantly."", ""Transfer mixture to the prepared casserole dish."", ""Sprinkle with about 1/4 cup Parmesan cheese {or to taste}."", 
""Bake for 35-40 minutes or until the rice is tender.""}"
218,Peppered Beef With Caramelised Onions,bluemoondownunder,20M,5M,25M,2006-05-15,"Steak with caramelised onions, mushrooms and a home made tomato sauce.  Adapted from a recipe on the Simply Great Meals Recipe Club website.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/31/pica7QHkJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/31/picsj7rDa.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/31/picZp0Wwj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/31/picaEM3Ik.jpg""}","{""2"", ""1"", ""2"", ""1"", ""4"", NA, ""1"", ""3"", ""140"", ""1/2"", ""2"", NA}","{""butter"", ""onions"", ""cracked black pepper"", ""garlic cloves"", ""tomato paste"", ""water"", ""mashed potatoes""}",5,6,4,"{""Heat the oil and butter in a pan over a low heat."", ""Add the onions and cook for 10-12 minutes or until the onions are golden brown and caramelised. Add the mushrooms in the last five minutes. Set aside and keep warm."", ""Lightly coat both sides of the steak with cracked black pepper; heat extra oil in the pan; and pan fry the steak until it is cooked as you like it."", ""Remove the meat from the pan and keep it warm; add the garlic to the pan and saut� it for 1 minute; stir in the tomato paste, water and balsamic vinegar and simmer for 1-2 minutes."", 
""Place the steak on a serving of mashed potato, top with the caramelised onions and mushrooms and drizzle with the tomato sauce."", ""Notes:  I have not yet made this recipe, but when I do, since tomato paste disagrees with me {I find it too sharp}, I shall be using a can of tomatoes, drained, and a teaspoon of a wonderful Australian spice Bush Tomato.  If you can get hold of Bush Tomato, it's wonderfully aromatic and flavoursome without whatever is the ingredient in tomato paste that makes it sharp.""
}"
219,Za Jiang Mein (Beijing-Style Meat Sauce With Noodles),SpiceBunny,10M,10M,20M,2006-05-15,"This is a fast food or home meal in Beijing, and is quite popular in Korea as well. It's a thick wheat noodle topped with a savory pork sauce, which is a bit sweet and spicy.  All this is garnished with a mound of shredded cucumber.  You mix it all together and voila... a filling, tasty meal.  It's Pucca, the Japanese cartoon character's favourite food as well.  Many variations of this recipe exist -- Chinese people prefer it sweet, Koreans like it salty and with potatoes. Common additions/subsitutions for the pork are: beef, dried shrimp, eggs, shredded bean curd and eggplant.",{NA},"{""1/4 - 1/2"", ""1/2 - 3/4"", ""5 -6"", ""2 -3"", ""5 -6"", ""1"", ""1/4"", ""1/4"", ""1/2"", ""1/4"", NA}","{""ground pork"", ""sugar"", ""beer"", ""scallion"", ""bean sprouts"", ""cucumber"", ""garlic""}",5,2,1,"{""Heat the oil in the wok. When the oil is ready, add the garlic and then the pork. Fry briefly."", ""Blend the bean sauce with the beer."", ""Add the mixed sauce, sprinkle the sugar into the wok and cook, stir until the sauce is piping hot {about 10 mins}."", ""Turn off the heat and start to boil the noodles, 1 min and remove."", ""Drain the noodles thoroughly and place into a bowl."", ""Spoon over the sauce. Garnish with the scallions, bean sprouts and cucumber shreds generously.""}"
220,Pizza-Stuffed Shrooms,Cynna,5M,15M,20M,2006-05-15,"These can be done with large portabello mushrooms and presented as a meal or in white button or baby portabello's and served an hors  d'oeuvre. Use your own mix of herbs and cheeses and other toppings for varied tastes. A really handy and versatile recipe. Especially good for vegetarians (just omit the meat, of course!) or folks that are watching their carb intake, but delicious regardless of interest!",{NA},"{""4"", NA, ""2"", ""2"", ""1/2"", ""1/4"", ""1/4"", ""1/4"", ""1/4"", ""4"", ""1"", ""1/4"", ""1/4"", ""1/2""}","{""portabella mushroom caps"", ""olive oil"", ""garlic cloves"", ""tomatoes"", ""romano cheese"", ""provolone cheese"", ""mozzarella cheese"", ""parmesan cheese"", ""basil leaves"", ""fresh oregano"", ""black olives"", ""onion"", ""Italian sausage""}",0,0,4,"{""Turn on your broiler {500 degrees}."", ""Mix together all cheeses in a bowl and set aside."", ""Brush caps with olive oil and place stem side up on a baking sheet."", ""Sprinkle each with salt and pepper to taste."", ""Evenly divide minced garlic, oregano, and basil leaves between caps."", ""Spoon 2 tablespoons of diced tomato{and some juice is ok, but be careful not to drown the cap} over each cap."", ""Scatter sausage, onion, and olive pieces evenly over the mushroom and sprinkle the top with cheese mix."", 
""Broil until mushrooms are hot and cheese is lightly browned. About 5 minutes -- could be less if you have a new oven. DON'T WALK AWAY!"", ""Serve and enjoy!""}"
221,Huey's Italian Sausage Dog,bluemoondownunder,15M,10M,25M,2006-05-15,My adaptation of Huey's Italian version of the classic &quot;hot&quot; dog.  Huey (Iain Hewitson) is a larger than life Melbourne restaurateur and chef who also features on his own extremely popular TV show.  I have posted several of his recipes on Zaar.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/34/picTSGOTk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/34/picwcxSBq.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/34/picz0eJr7.jpg""}","{""6"", ""1"", ""4"", ""1/2"", ""6"", ""1"", NA, NA, ""10"", NA, ""2"", NA, NA}","{""sausages"", ""red capsicums"", ""garlic cloves"", ""red onion"", ""pitted black olives"", ""italian tomato"", ""salt"", ""fresh ground pepper"", ""fresh basil"", ""olive oil"", ""French baguettes"", ""mozzarella cheese"", ""parmesan cheese""}",5,7,6,"{""Preheat the grill."", ""Blanch the sausages in simmering water until just firm to the touch; drain well."", ""Heat 1 tablespoon of oil from the capsicums in a large pan and gently saut� the garlic and onion until they have softened but not browned."", ""Add the olives, the capsicums, the tomato cooking sauce and the seasonings. Mix well and cook until thickish. Then stir in 8 torn basil leaves."", ""While the sauce is cooking, pan fry the sausages in a thin layer of oil in another pan until they are golden brown."", 
""Then cut the two baguettes into three pieces about the length of the sausages; make cuts in the centre {but NOT right through} and insert a sausage topped with the sauce inside each piece of the baguette."", ""Place on the sausage-filled baguettes on a baking tray, top with cheeses and grill until golden and bubbling."", ""Serve with a garnish of basil.""}"
222,"Spinach, Onion Tofu Stir Fry",scott.signups,15M,15M,30M,2006-05-15,"Make and share this Spinach, Onion Tofu Stir Fry recipe from Food.com.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/35/picNkJpcb.jpg""}","{""2"", ""7"", ""1/2"", ""1/4"", ""2"", ""2"", ""2"", ""1/2"", ""1"", ""3 -4""}","{""olive oil"", ""tofu"", ""onion"", ""dry basil"", ""garlic cloves"", ""soy sauce"", ""black pepper"", ""fresh spinach""}",5,4,2,"{""Place the oil and tofu in a large frying pan and cook about 5 minutes on medium heat."", ""Add peanuts and onion and cook until onions are translucent."", ""Add garlic, basil, black pepper and red pepper and cook about 2 minutes."", ""Add the soy sauce and spinach and cook just until spinach is wilted."", ""Serve over rice.""}"
223,Huey's Potato Torta,bluemoondownunder,25M,15M,40M,2006-05-15,"My adaptation of Huey's Potato Torta.  The type of cheese you use, and the amount, can be varied to suit individual taste preferences, but I do recommend using some parmesan.  For a not-quite vegetarian variation add a couple of rashers of panfried bacon, chopped.  Or for a vegetable variation, add spinach.","{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/37/picEZZqMC.jpg""}","{""75"", ""4"", ""1"", ""1"", NA, NA, ""1"", NA, NA, ""1/2"", ""1/2"", ""2"", ""1"", ""2  - 2 1/2""}","{""unsalted butter"", ""garlic cloves"", ""olive oil"", ""yellow onions"", ""olive oil flavored cooking spray"", ""potato"", ""salt"", ""fresh ground pepper"", ""dried thyme"", ""dried oregano"", ""parmesan cheese"", ""milk""}",4,1,0,"{""Preheat the oven to 220�C."", ""Melt the butter and garlic in a small saucepan."", ""At the same time, heat the oil in a pan and gently saut� the onion until it has softened but not browned; then drain the onion well in a fine sieve."", ""Line the base of a springform cake tin with foil and lightly spray it with oil; then place a layer of the potatoes on top together with onion, seasonings, herbs cheese and a little butter. Repeat the process with a double layers of potatoes, pressing down lightly with the palm of your hand. Finish with a single layer of potatoes; brush the final layer of potatoes with the remaining butter, melted, season to taste and sprinkle the milk over the top."", 
""Cover loosely with foil and bake for 30 minutes or until the potatoes are tender; remove the foil for the last 5 minutes of the cooking time."", ""Allow the torte to cool slightly before releasing it from the springform pan."", ""Place it on a sering platter."", ""VARIATIONS: You can add a couple of rashers of bacon; sprinkle them on before the cheese.  And for another vegetarian variation, you could add a packet of thoroughly squeeze-dried frozen spinach to the drained onion, at the end of step three.""
}"
224,Chocolate Bourbon Pecan Cake  - Paula Deen,NanaLee,40M,25M,1H5M,2006-05-15,Make and share this Chocolate Bourbon Pecan Cake  - Paula Deen recipe from Food.com.,{NA},"{""8"", ""1/2"", ""3"", ""1/2"", ""1/4"", ""1/4"", ""1 1/2"", ""1"", ""1 1/4""}","{""butter"", ""eggs"", ""sugar"", ""Bourbon"", ""flour"", ""pecans"", ""heavy cream""}",5,1,0,"{""Preheat oven to 325�F."", ""Grease and flour a 9-inch springform pan."", ""Melt the chocolate and butter in a small bowl over a double boiler."", ""Remove from heat, and set pot aside leaving the bowl on top of pot."", ""Whisk egg yolks and 1/2 of the sugar in a metal mixing bowl."", ""Place bowl over slightly simmering water, and whisk until yolks reach 140�F."", ""Remove bowl from heat and beat egg and sugar mixture with an electric mixer to a ribbon stage."", ""Add the Bourbon to the chocolate mixture, then fold the yolk and sugar mixture into the chocolate mixture."", 
""Mix flour with pecans and fold into chocolate mixture."", ""Using an electric mixer, beat egg whites and the remaining sugar to form soft peaks, then fold into chocolate mixture."", ""Pour batter into prepared pan and bake for 20 to 25 minutes."", ""Allow cake to cool in pan and then place in the freezer for at least 2 hours."", ""Once it's frozen, remove sides of springform pan."", ""Invert cake onto a wire rack and remove bottom of springform pan."", ""Prepare ganache by bringing heavy cream to a boil and pouring cream over chocolate chips in a bowl."", 
""Whisk until completely smooth."", ""Set wire rack with cake on top of sheetpan."", ""Pour warm lukewarm ganache over cake, coating cake completely, recoating if necessary."", ""Gently jiggle wire rack to help drain excess ganache."", ""Remove cake from wire rack with spatula and place on a serving plate.""}"
225,Warm Steak-And-Mushroom Salad,AlaninSWFlorida,NA,30M,30M,2006-05-15,Make and share this Warm Steak-And-Mushroom Salad recipe from Food.com.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/39/mkijWWdCReFLLy8bjxdn_0S9A2985.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/39/pNbXuTQwmVtdfiW2Mvaw_0S9A2960.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/39/2ptScb5QQk6Sg8jOsVhC_0S9A2977.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/39/pic33T9Z2.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/39/pichkYlxc.jpg""}","{""1 1/4"", ""3/4"", ""1"", ""2"", ""8"", ""1"", ""1"", ""2"", ""12""}","{""kosher salt"", ""fresh ground black pepper"", ""olive oil"", ""mushrooms"", ""beef broth"", ""dry red wine"", ""garlic cloves""}",5,1,4,"{""Heat a large heavy-bottomed skillet over medium-high heat. Sprinkle steak with 1 teaspoon of the salt and 1/2 teaspoon of the pepper; place in skillet and cook 8 minutes, turning half-way through, for medium-rare. Remove from skillet and keep warm."", ""Add oil to skillet and cook mushrooms 3 minutes; remove from skillet and keep warm."", ""Raise heat to high; add broth, wine, and garlic and cook until reduced to 1/2 cup, 10 minutes. Stir in remaining salt and pepper."", ""Remove 4 tablespoons of broth mixture and toss with spinach in a large bowl; divide spinach among four plates."", 
""Top with sliced steak and mushrooms; drizzle with remaining broth mixture.""}"
226,Minted Melon Salad,BabyChevelle,NA,45M,45M,2006-05-15,"This is another wonderful TOH recipe I have been making since 1995. My family and friends love it! It is great during the hot summer months, and a staple at 4th of July. The dressing is very different and wonderful, looks great in a melon boat, or you can use trifle dish, either way it is a hit. For the ingredients the watermelon is about half a melon, the cantaloup is about 1 medium, the honeydew is about 1 medium, and the peaches are about 2.",{NA},"{""1"", ""3/4"", ""3"", ""1 1/2"", ""3/4"", ""1"", ""5"", ""3"", ""3"", ""2"", ""1""}","{""water"", ""sugar"", ""lime juice"", ""of fresh mint"", ""anise seed"", ""salt"", ""watermelon"", ""cantaloupe"", ""honeydews"", ""fresh blueberries""}",0,0,0,"{""In a small saucepan, bring the first six ingredients to a boil."", ""Boil 2 minutes;remove from heat."", ""Cover and cool completely."", ""Combine the fruit in a large bowl;add syrup and stir to coat."", ""Cover and chill for at least 2 hours, stirring occasionally."", ""Drain before serving.""}"
227,Western Meal in One,BabyChevelle,45M,15M,1H,2006-05-15,"Another easy great recipe, can't remember where I got it from, but it is a good one, remember trying it when I had some ground beef thawed and didn't know what to make for dinner, and found this, the family loved it. It's one of those dishes you can always put togerther fast, and always seem to have the ingredients handy. I think it was about 5 or 6 years ago. Been making it every since.",{NA},"{""1"", ""1"", ""1"", ""1/2"", ""1/2"", ""1"", ""1"", ""1"", ""2 1/2"", ""3/4"", ""3/4"", ""1/4""}","{""ground beef"", ""garlic clove"", ""onion"", ""green pepper"", ""salt"", ""chili powder"", ""tomatoes with juice"", ""rice"", ""cheddar cheese"", ""black olives""}",5,2,0,"{""Brown beef in vegetable oil with garlic."", ""Add the onion and green pepper;cook until onion is transparent. Drain off fat."", ""In a 2 qt casserole, combine the meat mixture, salt, chili powder, beans, tomatoes and rice."", ""Bake covered at 350 degrees for 30 minutes."", ""Uncover and sprinkle with cheese and olives; bake for 15 minutes more.""}"
228,Cheesy Potato Gratin,ChefAnnaSue,1H,30M,1H30M,2006-05-15,Make and share this Cheesy Potato Gratin recipe from Food.com.,{NA},"{""2"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""1 1/2"", ""1"", ""1"", ""1""}","{""idaho potatoes"", ""salt"", ""white pepper"", ""chives"", ""onion"", ""blue cheese"", ""parmesan cheese"", ""milk"", ""garlic clove""}",0,0,8,"{""Preheat oven to 350�F. Grease 2-quart rectangular or oval baking dish  about 14x8x2 inches."", ""Overlap one-third of potato slices in one layer in baking  dish. Sprinkle with one-third of salt, pepper, chives and cheeses. Repeat layers two more times."", ""Combine milk and garlic; pour over potato layers."", ""Bake 1 � 1hr 25mins or until potatoes are tender and golden brown and liquid is absorbed.""}"
229,Bacon and Chicken Stir-Fry for Your Cat,PeterJ,5M,5M,10M,2006-05-15,I saw a forum post about cat food recipes and just couldn't help myself... There are some mixed opinions about feeding cats cooked meat so it's probably best kept as a special treat rather than a regular meal.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/43/picdiUAy2.jpg""}","{""1"", ""1"", ""1/4""}","{""butter"", ""bacon"", ""chicken""}",5,3,1,"{""Melt butter in a wok or pan over medium heat and add bacon and chicken."", ""Stir-fry a few minutes until lightly cooked."", ""Allow to cool 5 minutes and serve in your best china.""}"
230,Vegetable Crumble,wanderlust,50M,20M,1H10M,2006-05-15,Make and share this Vegetable Crumble recipe from Food.com.,{NA},"{""1"", ""1"", ""1"", ""400"", ""1"", ""1"", ""100"", ""140"", NA, ""200"", ""175"", ""75"", ""175"", ""100""}","{""onion"", ""garlic"", ""chopped tomatoes"", ""carrot"", ""courgette"", ""mushrooms"", ""chickpeas"", ""cauliflower"", ""margarine"", ""whole wheat flour"", ""cheddar cheese""}",0,0,4,"{""pre-heat oven: gas mark 6/400F/200�C."", ""Heat the oil in a medium sized saucepan."", ""Add the onion and garlic and fry until tender."", ""Stir in the tomatoes, carrots, courgette, and mushrooms, along with the stock and seasoning."", ""reduce the heat, cover and simmer for 10 minutes."", ""Add the chickpeas and cauliflower and cook for a further 5-10 minutes."", ""Transfer to a 1.5 litre {3pint} ovenproof dish."", ""Crumble topping:."", ""Rub the margarine into the flour, stir in the cheese {and 25g salted peanuts if you'd like!}."", 
""Sprinkle over the vegetables, levelling the surface."", ""Bake for approximately 30 mins or until the surface is golden.""}"
231,Peanut Butter Cupcake Cones,Brenda.,25M,15M,40M,2006-05-15,Kid's Love these. Try frosting the Cupcake Cones with Kittencal's Really Easy and Good Chocolate Buttercream Frosting Recipe #89207,{NA},"{""1/3"", ""1/2"", ""1 1/2"", ""2"", ""1"", ""2"", ""2 1/2"", ""1/2"", ""3/4"", ""2"", NA}","{""butter"", ""margarine"", ""creamy peanut butter"", ""brown sugar"", ""eggs"", ""vanilla extract"", ""all-purpose flour"", ""baking powder"", ""salt"", ""milk""}",0,0,24,"{""In a large mixing bowl, cream butter, peanut butter, and brown sugar."", ""Beat in eggs and vanilla."", ""In a separate medium sized bowl, blend together flour, baking powder, and salt."", ""Add dry ingredients to creamed mixture alternately with milk."", ""Place ice cream cones in muffin tins."", ""Spoon about 3 tablespoons of batter into each wafer cone, filling 3/4 inch from top."", ""Bake at 350 degrees for 25-30 minutes, or until a toothpick inserted near the center comes out clean."", ""Frost and decorate as desired.""
}"
232,7 Cheese Lasagna,momoffive1972,2H5M,45M,2H50M,2006-05-15,This is one of my kids favorite meals. I have made this for family gatherings as well as work related functions. If you have a smaller family you could reduce the recipe to half. This is however great for left overs you can send it to work with a loved one. School is not a place to send it however the other kids tend to want what yours are having.,{NA},"{""4"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1/4"", ""48"", ""2"", ""1"", ""2"", ""2"", ""2"", ""1"", ""1 1/2"", ""3""}","{""ricotta cheese"", ""monterey jack cheese"", ""romano cheese"", ""mozzarella cheese"", ""asiago cheese"", ""provolone cheese"", ""parmesan cheese"", ""parsley"", ""tomato sauce"", ""diced tomatoes"", ""tomato paste"", ""oregano"", ""bay leaves"", ""fresh garlic cloves"", ""yellow onion"", ""Italian sausage"", ""ground beef""}",0,0,0,"{""Put all of sauce ingredients in a large sauce pan simmer over low heat. Remove bay leaves if you use them."", ""Combine meat and onions if you decide to use them in a skillet. Brown, drain and rinse to remove any extra unwanted fats. Completely cool sauce before you begin layering. {it may be easier to prepare sauce the day before, it can be made ahead and put in freezer if you want just remember to have ample time to let it thaw before use}."", ""While sauce is cooling mix dry cheeses together in large bowl, mix well and then reserve approximately 1 cup for topping. Then add in Ricotta and Parsley, blend together till well blended."", 
""Preheat oven to 400�F."", ""Spray a large roasting pan with non stick cooking spray."", ""Begin layering ingredients. First layer is cheese, then sauce, and then noodles, continue to repeat all the way through I have found through the years of making this dish it is easier to layer the cheese by hand. The last layer is sauce. Sprinkle reserved cheese over top."", ""Reduce heat to 350�F and cook for 1.5 hours or until noodles are done.""}"
233,Big Soft and Chewy Chocolate Chip Cookies,dojemi,10M,10M,20M,2006-05-15,&quot;These are the very best chocolate chip cookies you will ever make. They make spectacular ice cream sandwiches especially with coffee ice cream&quot;.  From The New England Soup Factory.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/47/picrkUpDb.jpg"", ""https://img.sndimg.com/food/image/upload/v1/img/feed/168047/0ZvbgUYCT4u0O5MqgF0N_5B084718-5818-4CC3-BA06-EE85F0ED0869.jpeg""}","{""1"", ""1/2"", ""1 1/2"", ""2"", ""1"", ""2 1/2"", ""3/4"", ""1"", ""1"", ""16""}","{""butter"", ""granulated sugar"", ""dark brown sugar"", ""eggs"", ""vanilla"", ""all-purpose flour"", ""kosher salt"", ""baking powder"", ""baking soda"", ""chocolate chips""}",4.5,10,0,"{""Preheat oven to 350 degrees"", ""In a large mixing bowl, cream the butter and sugar together for about 1-2 minutes."", ""Add the eggs and the vanilla and mix."", ""In a separate bowl combine all of the dry ingredients."", ""Add the dry ingredients to the butter mixture and mix to combine. Do not over mix or you will have tough cookies."", ""Add the chocolate chips in by hand and stir."", ""With an ice cream scoop that is medium sized scoop batter onto parchment lined cookie sheets 3-4 inches apart."", ""Bake for 10 minutes."", 
""Remove from cookie sheets after 1 minute and let cool on cooling racks.""}"
234,Really Quick Coleslaw,tunasushi,NA,10M,10M,2006-05-15,Make and share this Really Quick Coleslaw recipe from Food.com.,{NA},"{""1/3"", ""1"", ""6"", ""6"", ""2"", NA, NA}","{""cabbage"", ""carrot"", ""mayonnaise"", ""lemon juice"", ""sweetened condensed milk"", ""salt"", ""pepper""}",0,0,6,"{""Combine everything but vegetables in a bowl. Mix well and season with salt and pepper. Taste it and alter the taste to your liking, if you want to."", ""Toss in the vegetables and enjoy!"", ""Alternatively, make this one day ahead and refrigerate it overnight.""}"
235,South American Hot Chocolate (With Chillies),SolightlyUK,5M,10M,15M,2006-05-15,Make and share this South American Hot Chocolate (With Chillies) recipe from Food.com.,"{""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/16/80/49/picmZCwAa.jpg""}","{""1"", ""2"", ""200"", ""200""}","{""red chilies"", ""chocolate""}",5,1,8,"{""Pour the milk into a saucepan.  Carefully slice the chillies in half lengthways and deseed, leaving the stalks attached in order to remove them from the milk easily.  Add to the milk."", ""Slowly bring to a shivering simmer.  Remove from the heat and infuse for 10 minutes, so that the milk takes on the chilli flavour.  Reheat the milk, add the broken chocolate and cream and stir on a low heat until the chocolate is dissolved.  Remove and discard the chillies.  Serve garnished with a slice of fresh chilli.""
}"
236,Ipoh Chicken Noodles,tunasushi,15M,20M,35M,2006-05-15,Make and share this Ipoh Chicken Noodles recipe from Food.com.,{NA},"{""1/2"", ""2"", ""1"", ""1"", NA, ""2"", ""6"", ""1"", NA, NA}","{""chicken broth"", ""light soy sauce"", ""fish sauce"", ""dark soy sauce"", ""pepper"", ""sugar"", ""cornflour"", ""chicken thigh"", ""bok choy""}",0,0,4,"{""Steam the chicken breast in the microwave and reserve the juices which have collected."", ""Blanch Bok Choy and put aside. Cook the rice noodles and keep that aside. Shred the cooked chicken breast and keep that aside too."", ""For Sauce:."", ""Combine chicken broth, fish sauce, light soy sauce, dark soy sauce, sugar and pepper in a pot and boil it. Mix cornflour with water to make a slurry in a seperate bowl and pour that into the sauce. Cook till it thickens and it somewhat gooey."", ""Place some noodles, chicken and bok choy in a bowl. Pour sauce over it and ENJOY.""
}"
237,Rich Chocolate Brownies,dojemi,30M,0S,30M,2006-05-15,Make and share this Rich Chocolate Brownies recipe from Food.com.,{NA},"{""3/4"", ""1 1/8"", ""15"", ""2 1/4"", ""1"", ""3/4"", ""12"", ""3/4"", ""8"", ""2""}","{""bittersweet chocolate"", ""butter"", ""eggs"", ""sugar"", ""salt"", ""flour"", ""bittersweet chocolate"", ""heavy cream"", ""corn syrup""}",0,0,15,"{""Melt butter and chocolate together over a warm water bath."", ""Combine the eggs, sugar, and salt together then beat on high until thick and light."", ""Pour a little of the chocolate mixture at a time into the egg mixture until the egg mixture warms up, then add the rest of the egg mixture."", ""Fold in the flour."", ""Pour into a 13X13 pan that has been greased on the bottom only."", ""Sprinkle with nuts."", ""Bake at 350oF about 30 minutes."", ""Glaze{optional}"", ""Chop the chocolate and put it into a mixing bowl."", 
""Heat the cream and syrup just to a boil and remove from heat."", ""Pour the hot cream over the chocolate."", ""Stir the mixture until it is perfectly smooth. This will take a while."", ""Pour the warm mixture over cooled brownies.""}"
238,Passover Brownies,justcallmetoni,25M,10M,35M,2006-05-15,"Need a chocolate fix during the holidays?  Though I'm not Jewish, this recipe looked intriguing to me so I'm saving it as a gift the next time I'm invited to a Seder. (Yes, in my kitchen it would not be Kosher, but my friends are not that religious.) The combination of fruits --raisins, bananas and applesauce -- should give these a very moist brownie like texture.",{NA},"{""2"", ""3"", ""1"", ""1/4"", ""1"", ""1"", ""1/4"", ""1/2"", ""1/4""}","{""potato starch"", ""water"", ""sugar"", ""salt"", ""banana"", ""unsweetened applesauce"", ""raisins"", ""currants""}",5,3,12,"{""Preheat oven to 325 degrees."", ""Lightly grease an 8\"" x 8\"" glass pan."", ""Mix together in mixing bowl the potato starch and water. Add in the sugar, cocoa and a dash of salt.  Once blended, add in the mashed banana, applesauce, matzo meal and raisins."", ""Pour batter into prepared pan and bake 25-30 minutes. Cut when cool.""}"
